"","main_id","proj_id","eligibility","eudract_id","nct_id","crossregistration_check","registry","trial_title","trial_name","lead_institution","lead_country","has_publication","publication_doi","publication_pmid","publication_url","publication_date","identification_step","extraction_date_latest","publication_type","has_summary_results","summary_results_date","registration_date","start_date","completion_date","completion_year","primary_completion_date","primary_completion_year","days_cd_to_publication","days_pcd_to_publication","days_cd_to_summary","days_pcd_to_summary","days_reg_to_start","days_reg_to_cd","days_reg_to_pcd","days_reg_to_publication","recruitment_status","phase","enrollment","is_multicentric","is_multinational","main_sponsor","is_controlled","is_randomised","masking","intervention_type","center_size","single_sponsor","completion_date_type","registered_euctr","registered_ctgov","sponsor_type","phase_recoded","sample_size","time_to_registration","recruitment_status_recoded","is_rct"
"1659","NCT01967680","1934","Eligible",NA,"NCT01967680","Irrelevant intervention type","ctgov","Non-sedation Versus Sedation With a Daily Wake-up Trial in Critically Ill Patients Receiving Mechanical Ventilation. The NONSEDA-trial. An Investigator-initiated, Randomised, Clinical, Parallel-group, Multinational, Superiority Trial",NA,"Odense University Hospital","Denmark","Yes","10.1056/NEJMoa1906759",32068366,"https://www.nejm.org/doi/10.1056/NEJMoa1906759","2020-02-16","Linked at the registration",2023-01-03,"Journal publication","No",NA,2013-10-18,2014-01-31,2018-04-30,"2018","2018-04-30","2018",657,657,NA,NA,105,1655,1655,2312,"Completed","Not Applicable",700,"Yes",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Odense University Hospital","Actual","No","Yes","Only non-industry","Not given",">500","Prospective registration","Completed","Yes"
"1660","NCT01950715","1935","Eligible",NA,"NCT01950715","Irrelevant intervention type","ctgov","Evaluation of the Gastro-colic Response in IBS Patients Treated With Sacral Nerve Stimulation",NA,"Aarhus University","Denmark","Yes","10.2147/CEG.S245209",32636665,"https://www.dovepress.com/sacral-nerve-modulation-has-no-effect-on-the-postprandial-response-in--peer-reviewed-fulltext-article-CEG","2020-06-30","Systematic Google search",2023-01-10,"Journal publication","No",NA,2013-09-12,2013-09-30,2018-03-31,"2018","2018-03-31","2018",822,822,NA,NA,18,1661,1661,2483,"Completed","Not Applicable",21,"No",NA,"Industry or mixed","No","No","Open label","Not medicinal product","large","Aarhus University","Actual","No","Yes","Industry or mixed","Not given","1-100","Prospective registration","Completed","No"
"1661","NCT00895388","1936","Eligible",NA,"NCT00895388","Irrelevant intervention type","ctgov","Effects of Structured Rehabilitation Program on Quality of Life After Surgical Treatment for Rectal Cancer- a Randomized Controlled Clinical Trial",NA,"University Hospital of North Norway","Norway","No",NA,NA,NA,NA,NA,2023-01-23,NA,"No",NA,2009-05-07,2009-05-31,2019-12-02,"2019","2019-11-30","2019",NA,NA,NA,NA,24,3861,3859,NA,"Completed","Not Applicable",64,"No",NA,"Industry or mixed","Yes","Yes","Open label","Not medicinal product","small","University Hospital of North Norway","Actual","No","Yes","Industry or mixed","Not given","1-100","Prospective registration","Completed","Yes"
"1662","NCT01955590","1938","Eligible",NA,"NCT01955590","Irrelevant intervention type","ctgov","A Randomized Controlled Trial of Metacognitive Therapy and Eye Movement Desensitization and Reprocessing for Posttraumatic Stress Disorder",NA,"Norwegian University of Science and Technology","Norway","No",NA,NA,NA,NA,NA,2023-01-06,NA,"No",NA,2013-09-24,2012-11-30,2019-03-15,"2019","2017-12-31","2017",NA,NA,NA,NA,-298,1998,1559,NA,"Completed","Not Applicable",96,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Norwegian University of Science and Technology","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","Yes"
"1663","NCT01956136","1939","Eligible",NA,"NCT01956136","Irrelevant intervention type","ctgov","Efficacy and Neural Basis of Music-based Neurological Rehabilitation for Traumatic Brain Injury",NA,"University of Helsinki","Finland","Yes","10.1089/neu.2019.6413",31642408,"https://doi.org/10.1089/neu.2019.6413","2019-12-05","Systematic Google search",2022-12-25,"Journal publication","No",NA,2013-09-12,2014-03-31,2018-12-31,"2018","2017-12-31","2017",339,704,NA,NA,200,1936,1571,2275,"Completed","Not Applicable",40,"Yes",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","small","University of Helsinki","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1664","NCT01956604","1940","Eligible","2013-000815-26","NCT01956604","Identified in publication","ctgov","The Oslo Study of Clonidine in Elderly Patients With Delirium",NA,"Oslo University Hospital","Norway","Yes","10.1186/s40360-018-0218-1",29884231,"https://bmcpharmacoltoxicol.biomedcentral.com/articles/10.1186/s40360-018-0218-1","2018-06-08","Linked at the registration",2023-01-06,"Journal publication","No",NA,2013-04-10,2014-04-10,2017-09-12,"2017","2017-09-12","2017",269,269,NA,NA,365,1616,1616,1885,"Terminated","Phase 2",20,"No",NA,"Only non-industry","Yes","Yes","Open label","Medicinal product","large","Oslo University Hospital","Actual","Yes","Yes","Only non-industry","II","1-100","Prospective registration","Terminated","Yes"
"1665","NCT01959360","1941","Eligible",NA,"NCT01959360","Irrelevant intervention type","ctgov","Minimal Invasive Surgery in Total Hip Arthroplasty Patients; Strength, Functionality and Post Operative Complications",NA,"Norwegian University of Science and Technology","Norway","No",NA,NA,NA,NA,NA,2023-01-31,NA,"No",NA,2013-10-08,2011-08-31,2018-12-31,"2018","2015-12-31","2015",NA,NA,NA,NA,-769,1910,814,NA,"Completed","Not Applicable",59,"No",NA,"Only non-industry","Yes","No","Open label","Not medicinal product","large","Norwegian University of Science and Technology","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","No"
"1666","NCT01959438","1942","Eligible","2006-004076-13","NCT01959438","Identified in publication","ctgov","Sodium Selenite as a Cytotoxic Agent in Advanced Carcinoma. A Phase I and Phase II Study.",NA,"Karolinska University Hospital","Sweden","Yes","10.3390/nu7064978",26102212,"https://www.mdpi.com/2072-6643/7/6/4978#","2015-06-19","Systematic Google search",2023-01-16,"Journal publication","No",NA,2006-10-06,2007-02-28,2018-06-30,"2018","2016-10-31","2016",-1107,-500,NA,NA,145,4285,3678,3178,"Unknown status","Phase 1/Phase 2",32,"No",NA,"Only non-industry","No","No","Masking","Medicinal product","large","Karolinska University Hospital","Anticipated","Yes","Yes","Only non-industry","I-II","1-100","Prospective registration","Unknown status","No"
"1667","NCT01959763","1943","Eligible",NA,"NCT01959763","Irrelevant intervention type","ctgov","Prevention of the Metabolic Syndrome by a Lifestyle Intervention - an Application of the New Intervention Methods in the Primary Health Care.",NA,"University of Oulu","Finland","Yes","10.1111/joim.12802",29974563,"https://onlinelibrary.wiley.com/doi/full/10.1111/joim.12802","2018-07-04","Systematic Google search",2023-01-26,"Journal publication","No",NA,2013-09-06,2013-02-28,2019-03-31,"2019","2019-03-31","2019",-270,-270,NA,NA,-190,2032,2032,1762,"Unknown status","Not Applicable",574,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","University of Oulu","Anticipated","No","Yes","Only non-industry","Not given",">500",">60 days after trial start","Unknown status","Yes"
"1668","NCT01960712","1944","Eligible",NA,"NCT01960712","Irrelevant intervention type","ctgov","The Role of Transpapillary Stenting in the Treatment of Bile Leakage After Liver Transection.",NA,"Karolinska University Hospital","Sweden","No",NA,NA,NA,NA,NA,2022-12-30,NA,"No",NA,2013-09-09,2008-11-30,2017-05-31,"2017","2017-03-31","2017",NA,NA,NA,NA,-1744,1360,1299,NA,"Completed","Not Applicable",40,"No",NA,"Only non-industry","No","Yes","Masking","Not medicinal product","large","Karolinska University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","No"
"1669","NCT01960777","1945","Eligible",NA,"NCT01960777","Irrelevant intervention type","ctgov","Chronic Pain After Inguinal Hernia Repair, ONSTEP vs. Laparoscopic Approach, A Randomised Observer Blinded Multicenter Study",NA,"Herlev and Gentofte Hospital","Denmark","No",NA,NA,NA,NA,NA,2022-12-28,NA,"No",NA,2013-10-09,2014-03-31,2017-07-31,"2017","2017-07-31","2017",NA,NA,NA,NA,173,1391,1391,NA,"Completed","Not Applicable",188,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Herlev and Gentofte Hospital","Actual","No","Yes","Only non-industry","Not given","100-500","Prospective registration","Completed","Yes"
"1670","NCT01969604","1946","Eligible",NA,"NCT01969604","Irrelevant intervention type","ctgov","Reduction of Daily Sitting Time in Patients With Rheumatoid Arthritis. A Randomized Controlled Trial.",NA,"Copenhagen University Hospital","Denmark","Yes","10.1186/s12891-016-1266-6",27756265,"doi.org/10.1186/s12891-016-1266-6","2016-10-18","Linked at the registration",2023-01-23,"Journal publication","No",NA,2013-10-17,2013-04-30,2016-05-31,"2016","2016-05-31","2016",140,140,NA,NA,-170,957,957,1097,"Completed","Not Applicable",150,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Copenhagen University Hospital","Actual","No","Yes","Only non-industry","Not given","100-500",">60 days after trial start","Completed","Yes"
"1671","NCT01969877","1947","Eligible","2012-001879-37","NCT01969877","Identified in manual search","ctgov","A Randomized Multicenter Phase III Study of Cisplatin Plus Radiotherapy Compared to Cetuximab Plus Radiotherapy in Locally Advanced Head and Neck Cancer.",NA,"Skane University Hospital","Sweden","Yes","10.1200/JCO.20.02072",33052757,"https://ascopubs.org/doi/10.1200/JCO.20.02072?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed","2020-10-14","Linked at the registration",2023-01-07,"Journal publication","No",NA,2012-12-19,2013-11-30,2018-04-30,"2018","2018-04-30","2018",898,898,NA,NA,346,1958,1958,2856,"Completed","Phase 3",298,"Yes",NA,"Only non-industry","Yes","Yes","Masking","Medicinal product","small","Skane University Hospital","Actual","Yes","Yes","Only non-industry","III","100-500","Prospective registration","Completed","Yes"
"1672","NCT01970228","1948","Eligible",NA,"NCT01970228","Irrelevant intervention type","ctgov","Prospective Intra-individual Comparison of 18F-FDG and 68Ga-citrate PET/CT in Symptomatic Total Hip Arthroplasty Patients",NA,"Turku University Hospital","Finland","Yes","10.1111/cpf.12493",29280283,"https://onlinelibrary.wiley.com/doi/10.1111/cpf.12493","2017-12-27","Systematic Google search",2023-01-03,"Journal publication","No",NA,2013-09-19,2012-10-31,2016-12-31,"2016","2016-12-31","2016",361,361,NA,NA,-323,1199,1199,1560,"Completed","Not Applicable",12,"No",NA,"Only non-industry","Yes","No","Masking","Not medicinal product","large","Turku University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","No"
"1673","NCT02022566","1949","Eligible",NA,"NCT02022566","Irrelevant intervention type","ctgov","The Effect of Structured Information and Individually Adapted Exercise on Levels of Physical Activity Measured by Accelerometer in Patients With Knee or Hip Osteoarthritis - an Observational Study With Control Group.",NA,"Lund University","Sweden","Yes","10.1186/s12891-018-2098-3",30037339,"https://bmcmusculoskeletdisord.biomedcentral.com/articles/10.1186/s12891-018-2098-3","2018-06-21","Linked at the registration",2023-01-01,"Journal publication","Yes","2019-03-25",2013-12-18,2009-04-30,2018-06-30,"2018","2014-12-31","2014",-9,1268,268,1545,-1693,1655,378,1646,"Completed","Not Applicable",317,"No",NA,"Only non-industry","Yes","No","Open label","Not medicinal product","large","Lund University","Actual","No","Yes","Only non-industry","Not given","100-500",">60 days after trial start","Completed","No"
"1674","NCT01973686","1950","Eligible",NA,"NCT01973686","Irrelevant intervention type","ctgov","Active Commuting To Improve Well-being and Health in Everyday Life (ACTIWE)",NA,"University of Copenhagen","Denmark","Yes","10.1038/ijo.2017.253",28993707,"https://doi.org/10.1038/ijo.2017.253","2017-10-10","Linked at the registration",2023-01-09,"Journal publication","No",NA,2013-10-21,2013-11-30,2017-07-31,"2017","2016-06-30","2016",71,467,NA,NA,40,1379,983,1450,"Completed","Not Applicable",188,"No",NA,"Only non-industry","No","Yes","Open label","Not medicinal product","large","University of Copenhagen","Actual","No","Yes","Only non-industry","Not given","100-500","Prospective registration","Completed","No"
"1675","NCT03478228","1951","Eligible",NA,"NCT03478228","Irrelevant intervention type","ctgov","Balance Among People With Fall-related Wrist Fractures and Effects of Sensory Training",NA,"The National University Hospital of Iceland","Iceland","Yes","10.1007/s40520-019-01143-4",30756250,"https://link.springer.com/article/10.1007/s40520-019-01143-4","2019-02-11","Systematic Google search",2023-01-17,"Journal publication","No",NA,2018-03-19,2015-05-15,2016-05-25,"2016","2016-05-25","2016",992,992,NA,NA,-1039,-663,-663,329,"Completed","Not Applicable",150,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","small","The National University Hospital of Iceland","Actual","No","Yes","Only non-industry","Not given","100-500",">60 days after trial start","Completed","Yes"
"1676","NCT02213809","1952","Eligible",NA,"NCT02213809","Irrelevant intervention type","ctgov","Effect of Case Method Education to General Practitioners on Their Knowledge on COPD and on the Health of Their Patients With COPD",NA,"Karolinska Institutet","Sweden","Yes","10.1136/bmjopen-2018-021982",30099398,"https://doi.org/10.1136/bmjopen-2018-021982","2018-08-10","Linked at the registration",2023-01-10,"Journal publication","No",NA,2014-08-08,2014-10-16,2018-12-12,"2018","2018-12-12","2018",-124,-124,NA,NA,69,1587,1587,1463,"Unknown status","Not Applicable",822,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Karolinska Institutet","Anticipated","No","Yes","Only non-industry","Not given",">500","Prospective registration","Unknown status","Yes"
"1677","NCT03478098","1953","Eligible",NA,"NCT03478098","Irrelevant intervention type","ctgov","The Importance of Glycaemic Index and Exercise on Postprandial Glucose Excursions and Gut Hormone Secretion Following Roux-en-Y Gastric Bypass",NA,"Hvidovre and Amager Hospital","Denmark","No",NA,NA,NA,NA,NA,2022-12-29,NA,"No",NA,2018-02-06,2018-02-01,2019-06-01,"2019","2018-08-01","2018",NA,NA,NA,NA,-5,480,176,NA,"Unknown status","Not Applicable",20,"No",NA,"Only non-industry","Yes","No","Open label","Not medicinal product","large","Hvidovre and Amager Hospital","Anticipated","No","Yes","Only non-industry","Not given","1-100","Within 60 days after trial start","Unknown status","No"
"1678","NCT02704663","1954","Eligible",NA,"NCT02704663","Irrelevant intervention type","ctgov","Transumbilical Versus Lateral Transabdominal Removal of Benign Adnexal Masses Via Laparoscopy, a Randomized Trial",NA,"Helsinki University Hospital","Finland","Yes","10.1016/j.ejogrb.2017.08.040",28950190,"doi.org/10.1016/j.ejogrb.2017.08.040","2017-09-04","Systematic Google search",2023-01-03,"Journal publication","No",NA,2016-01-18,2014-11-30,2016-05-31,"2016","2016-05-31","2016",461,461,NA,NA,-414,134,134,595,"Unknown status","Not Applicable",42,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Helsinki University Hospital","Anticipated","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Unknown status","Yes"
"1679","NCT01978873","1955","Eligible","2011-003078-10","NCT01978873","Identified in manual search","ctgov","Randomized Phase III Trial Comparing Cabazitaxel Combination Hormone Therapy to Hormone Therapy Alone in Metastatic Prostate Cancer or High Risk Disease",NA,"Örebro University","Sweden","No",NA,NA,NA,NA,NA,2023-01-09,NA,"No",NA,2011-06-30,2012-11-30,2019-11-30,"2019","2018-11-30","2018",NA,NA,NA,NA,519,3075,2710,NA,"Unknown status","Phase 3",400,"No",NA,"Only non-industry","Yes","Yes","Masking","Medicinal product","small","Örebro University","Anticipated","Yes","Yes","Only non-industry","III","100-500","Prospective registration","Unknown status","Yes"
"1680","NCT01979107","1956","Eligible",NA,"NCT01979107","Irrelevant intervention type","ctgov","Early Detection of and Intervention Towards Chronic Diseases Among Individuals Without Formal Education",NA,"University of Southern Denmark","Denmark","Yes","10.1136/bmjopen-2019-029180",31537563,"https://pubmed.ncbi.nlm.nih.gov/31537563/","2019-09-18","Linked at the registration",2023-01-22,"Journal publication","No",NA,2013-10-25,2014-04-22,2016-12-31,"2016","2016-12-31","2016",991,991,NA,NA,179,1163,1163,2154,"Completed","Not Applicable",1104,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","University of Southern Denmark","Actual","No","Yes","Only non-industry","Not given",">500","Prospective registration","Completed","Yes"
"1681","NCT01979250","1957","Eligible",NA,"NCT01979250","Irrelevant intervention type","ctgov","Fuchs' Endothelial Dystrophy: Clinical Characteristics, Treatment Outcome, and Pathology",NA,"Aarhus University Hospital","Denmark","Yes","10.1111/aos.13126",27273977,"https://onlinelibrary.wiley.com/doi/10.1111/aos.13126","2016-06-07","Linked at the registration",2023-01-05,"Journal publication","No",NA,2013-10-30,2013-10-31,2016-08-31,"2016","2016-08-31","2016",-85,-85,NA,NA,1,1036,1036,951,"Completed","Not Applicable",81,"No",NA,"Only non-industry","Yes","No","Open label","Not medicinal product","large","Aarhus University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","No"
"1682","NCT02703441","1958","Eligible",NA,"NCT02703441","Irrelevant intervention type","ctgov","FoodnGo - Empower: A Feasibility Study",NA,"Herlev and Gentofte Hospital","Denmark","No",NA,NA,NA,NA,NA,2022-12-23,NA,"No",NA,2015-03-17,2015-05-31,2016-07-31,"2016","2016-07-31","2016",NA,NA,NA,NA,75,502,502,NA,"Completed","Not Applicable",38,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Herlev and Gentofte Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1683","NCT04168632","1959","Eligible",NA,"NCT04168632","Irrelevant intervention type","ctgov","Fostering Sustainable Dietary Habits Through Optimized School Meals - an Intervention Study",NA,"Karolinska Institutet","Sweden","Yes","10.1186/s12937-020-00579-z",32580743,"https://doi.org/10.1186/s12937-020-00579-z","2020-06-24","Linked at the registration",2023-01-21,"Journal publication","No",NA,2019-11-14,2019-02-07,2019-08-30,"2019","2019-05-30","2019",299,391,NA,NA,-280,-76,-168,223,"Completed","Not Applicable",1635,"No",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","Karolinska Institutet","Actual","No","Yes","Only non-industry","Not given",">500",">60 days after trial start","Completed","No"
"1684","NCT02702557","1960","Eligible",NA,"NCT02702557","Irrelevant intervention type","ctgov","Feasibility Study of Unsupervised Elastic Band Exercises Performed by Frail Elderly Hospitalized Patients Monitored by the Bandcizer as a Supplement to Usual Supervised Physiotherapy Sessions",NA,"Aalborg University Hospital","Denmark","Yes","10.1186/s40814-017-0202-3",29158914,"https://doi.org/10.1186/s40814-017-0202-3","2017-11-13","Linked at the registration",2023-01-22,"Journal publication","No",NA,2016-02-29,2016-02-29,2016-05-31,"2016","2016-04-30","2016",531,562,NA,NA,0,92,61,623,"Completed","Not Applicable",15,"No",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","Aalborg University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Within 60 days after trial start","Completed","No"
"1685","NCT02702037","1962","Eligible",NA,"NCT02702037","Irrelevant intervention type","ctgov","Older Person's Exercise and Nutrition Study (OPEN): a Simple Physical Exercise Combined With Protein Supplement - Effects on Functional Status and Independence Among Older People: A Cluster Randomised Controlled Trial",NA,"Karolinska Institutet","Sweden","Yes","10.1016/j.jamda.2020.03.030",32471657,"https://doi.org/10.1016/j.jamda.2020.03.030","2020-05-26","Linked at the registration",2023-01-08,"Journal publication","No",NA,2016-02-26,2016-03-01,2017-12-11,"2017","2017-12-11","2017",897,897,NA,NA,4,654,654,1551,"Completed","Not Applicable",120,"No",NA,"Only non-industry","No","Yes","Open label","Not medicinal product","large","Karolinska Institutet","Actual","No","Yes","Only non-industry","Not given","100-500","Prospective registration","Completed","No"
"1686","NCT02701465","1963","Eligible",NA,"NCT02701465","Irrelevant intervention type","ctgov","Blood Flow - an Underlying Mechanism Behind Clinical Improvements in Patients With Subacromial Pain Syndrome?",NA,"Norwegian University of Science and Technology","Norway","Yes","10.1249/MSS.0000000000002436",32555026,"https://journals.lww.com/acsm-msse/Fulltext/2021/01000/High_Intensity_Shoulder_Abduction_Exercise_in.1.aspx","2021-01-01","Systematic Google search",2023-01-22,"Journal publication","No",NA,2016-02-25,2016-01-02,2018-04-30,"2018","2018-04-30","2018",977,977,NA,NA,-54,795,795,1772,"Completed","Not Applicable",24,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Norwegian University of Science and Technology","Actual","No","Yes","Only non-industry","Not given","1-100","Within 60 days after trial start","Completed","Yes"
"1687","NCT02701530","1964","Eligible",NA,"NCT02701530","Irrelevant intervention type","ctgov","Smoking Cessation for Hospital Employees With Low Education in the Capital Region of Denmark. The RESPEKT Study.",NA,"Copenhagen University Hospital","Denmark","Yes","10.18332/tpc/91426",32411850,"https://doi.org/10.18332/tpc/91426","2018-06-12","Systematic Google search",2022-12-23,"Journal publication","No",NA,2016-02-22,2013-08-31,2016-02-29,"2016","2015-08-31","2015",834,1016,NA,NA,-905,7,-175,841,"Completed","Not Applicable",7003,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Copenhagen University Hospital","Actual","No","Yes","Only non-industry","Not given",">500",">60 days after trial start","Completed","Yes"
"1688","NCT03704727","1966","Eligible",NA,"NCT03704727","Irrelevant intervention type","ctgov","The Effects of Probiotics on Intestinal Permeability in Gastrointestinal Cancer Patients in Chemotherapy",NA,"University of Copenhagen","Denmark","No",NA,NA,NA,NA,NA,2023-01-05,NA,"No",NA,2018-10-10,2018-07-01,2019-02-01,"2019","2019-02-01","2019",NA,NA,NA,NA,-101,114,114,NA,"Completed","Not Applicable",5,"No",NA,"Industry or mixed","No","No","Open label","Not medicinal product","large","University of Copenhagen","Actual","No","Yes","Industry or mixed","Not given","1-100",">60 days after trial start","Completed","No"
"1689","NCT03704597","1967","Eligible",NA,"NCT03704597","Irrelevant intervention type","ctgov","Cryotherapy as Prophylaxis Against Oral Mucositis After High-dose Melphalan and Autologous Stem Cell Transplantation for Myeloma: a Randomised, Open-label, Phase 3, Non-inferiority Trial Comparing Two and Seven Hours of Cryotherapy.",NA,"Sahlgrenska University Hospital","Sweden","Yes","10.1038/s41409-019-0468-6",30718802,"https://www.nature.com/articles/s41409-019-0468-6","2019-02-04","Linked at the registration",2023-02-05,"Journal publication","No",NA,2018-10-10,2014-03-01,2018-12-30,"2018","2018-12-01","2018",36,65,NA,NA,-1684,81,52,117,"Unknown status","Not Applicable",100,"Yes",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Sahlgrenska University Hospital","Anticipated","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Unknown status","Yes"
"1690","NCT03703362","1968","Eligible",NA,"NCT03703362","Irrelevant intervention type","ctgov","Resistance Training for Patients Diagnosed With External Snapping Hip. A Feasibility Study",NA,"Aarhus University","Denmark","Yes","10.1080/09593985.2020.1790070",32643987,"https://doi-org.ezproxy.its.uu.se/10.1080/09593985.2020.1790070","2020-07-09","Systematic Google search",2023-01-03,"Journal publication","No",NA,2018-05-29,2018-08-08,2019-03-30,"2019","2019-03-30","2019",467,467,NA,NA,71,305,305,772,"Completed","Not Applicable",9,"Yes",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","Aarhus University","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","No"
"1691","NCT03474900","1969","Eligible",NA,"NCT03474900","Irrelevant intervention type","ctgov","Elastic Stable Intramedullary Nailing of Forearm Shaft Fractures by Titanium Compared With Biodegradable Nails: Results of a Prospective Randomized Trial in Children With at Least Two Years of Follow-up",NA,"Oulu University Hospital","Finland","Yes","10.1016/j.biomaterials.2018.09.011",30292588,"https://www.sciencedirect.com/science/article/abs/pii/S0142961218306422","2018-09-11","Systematic Google search",2023-01-31,"Journal publication","No",NA,2018-01-05,2011-02-20,2018-12-31,"2018","2018-12-31","2018",-111,-111,NA,NA,-2511,360,360,249,"Completed","Not Applicable",35,"No",NA,"Industry or mixed","Yes","Yes","Open label","Not medicinal product","small","Oulu University Hospital","Actual","No","Yes","Industry or mixed","Not given","1-100",">60 days after trial start","Completed","Yes"
"1692","NCT03702660","1970","Eligible",NA,"NCT03702660","Irrelevant intervention type","ctgov","Effect of GIP-receptorantantagonist on Glucagon Plasma Levels After a Meal in Patients With Type 2-diabetes",NA,"Herlev and Gentofte Hospital","Denmark","Yes","10.1530/EJE-21-0135",NA,"https://doi.org/10.1530/EJE-21-0135","2021-05-21","Systematic Google search",2023-01-10,"Journal publication","No",NA,2017-10-30,2017-08-01,2018-01-23,"2018","2018-01-23","2018",1214,1214,NA,NA,-90,85,85,1299,"Completed","Not Applicable",10,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Herlev and Gentofte Hospital","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","Yes"
"1693","NCT02700620","1971","Eligible",NA,"NCT02700620","Irrelevant intervention type","ctgov","Individually Tailored Web-based Cbt for Eating Disorders and the Role of Knowledge Acquisition",NA,"Linkoeping University","Sweden","Yes","10.1016/j.beth.2017.02.002",28711113,"https://doi.org/10.1016/j.beth.2017.02.002","2017-03-02","Linked at the registration",2022-12-18,"Journal publication","No",NA,2015-10-26,2015-01-31,2017-12-31,"2017","2017-06-30","2017",-304,-120,NA,NA,-268,797,613,493,"Unknown status","Not Applicable",92,"Yes",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Linkoeping University","Anticipated","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Unknown status","Yes"
"1694","NCT03698344","1972","Eligible",NA,"NCT03698344","Irrelevant intervention type","ctgov","Sympathetic Nerve Response Incited by Biodiesel Exhaust Exposure",NA,"Umeå University","Sweden","No",NA,NA,NA,NA,NA,2023-01-09,NA,"No",NA,2018-10-04,2018-10-29,2019-02-15,"2019","2018-12-21","2018",NA,NA,NA,NA,25,134,78,NA,"Completed","Not Applicable",18,"No",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","Umeå University","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","No"
"1695","NCT01989247","1973","Eligible",NA,"NCT01989247","Irrelevant intervention type","ctgov","Self-management of Depression and Anxiety. A Randomized Controlled Trial.",NA,"Aarhus University","Denmark","No",NA,NA,NA,NA,NA,2023-01-02,NA,"No",NA,2013-11-14,2013-06-30,2016-01-31,"2016","2014-09-30","2014",NA,NA,NA,NA,-137,808,320,NA,"Completed","Not Applicable",853,"Yes",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Aarhus University","Actual","No","Yes","Only non-industry","Not given",">500",">60 days after trial start","Completed","Yes"
"1696","NCT02700399","1974","Eligible",NA,"NCT02700399","Irrelevant intervention type","ctgov","Randomized Crossover Study of Pulse Pressure on Respectively Tilt Table With Integrated Stepping Function (Erigo®) and Traditional Tilt Table in Adult Patients With Acquired Brain Injury",NA,"Aarhus University","Denmark","No",NA,NA,NA,NA,NA,2023-02-10,NA,"No",NA,2016-02-05,2015-07-31,2016-06-30,"2016","2016-04-30","2016",NA,NA,NA,NA,-189,146,85,NA,"Completed","Not Applicable",13,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Aarhus University","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","Yes"
"1697","NCT03697759","1975","Eligible",NA,"NCT03697759","Irrelevant intervention type","ctgov","A Decision Support System for Self-management of Low Back Pain - PILOTSTUDY",NA,"University of Southern Denmark","Denmark","Yes","10.1186/s40814-020-00604-2",32489674,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7245029/","2020-05-23","Linked at the registration",2023-01-14,"Journal publication","No",NA,2018-08-10,2018-08-20,2019-02-17,"2019","2019-02-05","2019",461,473,NA,NA,10,191,179,652,"Completed","Not Applicable",51,"Yes",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","University of Southern Denmark","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","No"
